2026-03-08 10:33:31,871 | INFO     | sync_agent | Resume sync agent starting…
2026-03-08 10:35:39,742 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/22122e4b-479a-48e4-b567-49072dbc7d64 "HTTP/1.1 200 OK"
2026-03-08 10:35:42,091 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/22122e4b-479a-48e4-b567-49072dbc7d64/Resume11__Copy_%20(1).pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzIyMTIyZTRiLTQ3OWEtNDhlNC1iNTY3LTQ5MDcyZGJjN2Q2NC9SZXN1bWUxMV9fQ29weV8gKDEpLnBkZiIsImlhdCI6MTc3Mjk0NjM0MSwiZXhwIjoxNzcyOTQ5OTQxfQ.o0I3Vbc8gsBQ17uLeKQPNFVzleXdjUKBHGRKm7PHIWs "HTTP/1.1 200 OK"
2026-03-08 10:35:42,104 | INFO     | api_client | Downloaded Resume11__Copy_ (1).pdf
2026-03-08 10:35:42,104 | INFO     | sync_engine | [DOWNLOAD] Sai_Prabhat_Full_Stack_Engineering.pdf
2026-03-08 10:35:42,507 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/a469944a-748f-453d-967f-e98d09ab4159 "HTTP/1.1 200 OK"
2026-03-08 10:35:44,345 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/a469944a-748f-453d-967f-e98d09ab4159/Sai_Prabhat_Full_Stack_Engineering.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzL2E0Njk5NDRhLTc0OGYtNDUzZC05NjdmLWU5OGQwOWFiNDE1OS9TYWlfUHJhYmhhdF9GdWxsX1N0YWNrX0VuZ2luZWVyaW5nLnBkZiIsImlhdCI6MTc3Mjk0NjM0NCwiZXhwIjoxNzcyOTQ5OTQ0fQ.-zCVZGsTqSRARUOZmYQORLongP9_V54GNXajx1ZZC_U "HTTP/1.1 200 OK"
2026-03-08 10:35:44,352 | INFO     | api_client | Downloaded Sai_Prabhat_Full_Stack_Engineering.pdf
2026-03-08 10:35:44,352 | INFO     | sync_engine | [UPLOAD]   SocialPost.ai\G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-08 10:35:45,159 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-08 10:35:45,159 | INFO     | api_client | Uploaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-08 10:35:45,159 | INFO     | sync_engine | [UPLOAD]   SuperLiving\Sai_Prabhat_AI_Engineer.pdf
2026-03-08 10:35:45,675 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-08 10:35:45,675 | INFO     | api_client | Uploaded Sai_Prabhat_AI_Engineer.pdf
2026-03-08 10:35:45,675 | INFO     | sync_engine | Sync cycle complete.
2026-03-08 10:35:45,875 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-08 10:35:45,875 | INFO     | file_indexer | Cloud index built – 7 file(s).
2026-03-08 10:35:45,875 | INFO     | watcher | File watcher started on F:\resume
2026-03-08 10:35:45,875 | INFO     | sync_agent | Agent is running.  Press Ctrl-C to stop.
2026-03-08 19:48:29,276 | INFO     | sync_agent | Resume sync agent starting…
2026-03-08 19:48:29,764 | INFO     | sync_agent | Fetching cloud file list…
2026-03-08 19:49:00,750 | WARNING  | api_client | Network error on GET /api/v1/resumes/ (attempt 1/3): The read operation timed out
2026-03-08 19:49:31,962 | WARNING  | api_client | Network error on GET /api/v1/resumes/ (attempt 2/3): The read operation timed out
2026-03-08 19:49:36,537 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-08 19:49:36,537 | INFO     | file_indexer | Cloud index built – 7 file(s).
2026-03-08 19:49:36,570 | INFO     | file_indexer | Local index built – 8 file(s).
2026-03-08 19:49:36,570 | INFO     | sync_engine | Sync started – 8 local, 7 cloud, 13 unique.
2026-03-08 19:49:36,570 | INFO     | sync_engine | [UPLOAD]   8byte\Sai_Prabhat_Full_Stack.pdf
2026-03-08 19:49:37,468 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-08 19:49:37,468 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-08 19:49:37,468 | INFO     | sync_engine | [UPLOAD]   BreadFinicaial\Sai_Prabhat_Full_Stack.pdf
2026-03-08 19:49:37,911 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-08 19:49:37,911 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-08 19:49:37,911 | INFO     | sync_engine | [UPLOAD]   Figr\G_SAI_PRABHAT.pdf
2026-03-08 19:49:38,394 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-08 19:49:38,394 | INFO     | api_client | Uploaded G_SAI_PRABHAT.pdf
2026-03-08 19:49:38,394 | INFO     | sync_engine | [DOWNLOAD] G_SAI_PRABHAT.pdf
2026-03-08 19:49:38,816 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/6c7fb933-7494-4e4f-b264-ca779577b358 "HTTP/1.1 200 OK"
2026-03-08 19:49:41,438 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/6c7fb933-7494-4e4f-b264-ca779577b358/G_SAI_PRABHAT.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzZjN2ZiOTMzLTc0OTQtNGU0Zi1iMjY0LWNhNzc5NTc3YjM1OC9HX1NBSV9QUkFCSEFULnBkZiIsImlhdCI6MTc3Mjk3OTU4MCwiZXhwIjoxNzcyOTgzMTgwfQ.IGA9-hIDnc0GtJw0l_BzB5dQebAuzZDA9mEIuti09Pk "HTTP/1.1 200 OK"
2026-03-08 19:49:41,455 | INFO     | api_client | Downloaded G_SAI_PRABHAT.pdf
2026-03-08 19:49:41,455 | INFO     | sync_engine | [DOWNLOAD] G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-08 19:49:41,840 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/2b14b0fd-166c-49cd-aaf9-d3eb937c5f4a "HTTP/1.1 200 OK"
2026-03-08 19:49:43,473 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/2b14b0fd-166c-49cd-aaf9-d3eb937c5f4a/G_SAI_PRABHAT_FULL_STACK.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzJiMTRiMGZkLTE2NmMtNDljZC1hYWY5LWQzZWI5MzdjNWY0YS9HX1NBSV9QUkFCSEFUX0ZVTExfU1RBQ0sucGRmIiwiaWF0IjoxNzcyOTc5NTgzLCJleHAiOjE3NzI5ODMxODN9.-Cci_nYBJj9W_2GbVBVMAL3705czkfBK__mB55PtLys "HTTP/1.1 200 OK"
2026-03-08 19:49:43,473 | INFO     | api_client | Downloaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-08 19:49:43,473 | INFO     | sync_engine | [DOWNLOAD] G_S_PRABHAT_Full_Stack.pdf
2026-03-08 19:49:43,927 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/e6991c0e-05d9-46fa-bf38-d5543028e8f6 "HTTP/1.1 200 OK"
2026-03-08 19:49:45,467 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/e6991c0e-05d9-46fa-bf38-d5543028e8f6/G_S_PRABHAT_Full_Stack.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzL2U2OTkxYzBlLTA1ZDktNDZmYS1iZjM4LWQ1NTQzMDI4ZThmNi9HX1NfUFJBQkhBVF9GdWxsX1N0YWNrLnBkZiIsImlhdCI6MTc3Mjk3OTU4NSwiZXhwIjoxNzcyOTgzMTg1fQ.gTBJv2Vf5v9eRjSqb3A3D5kUiQysF0S1u19fb4K7y6A "HTTP/1.1 200 OK"
2026-03-08 19:49:45,482 | INFO     | api_client | Downloaded G_S_PRABHAT_Full_Stack.pdf
2026-03-08 19:49:45,482 | INFO     | sync_engine | [UPLOAD]   Galaxy8e\G_S_PRABHAT_Full_Stack.pdf
2026-03-08 19:49:45,944 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-08 19:49:45,944 | INFO     | api_client | Uploaded G_S_PRABHAT_Full_Stack.pdf
2026-03-08 19:49:45,944 | INFO     | sync_engine | [DOWNLOAD] Sai_Prabhat_AI_Engineer.pdf
2026-03-08 19:49:46,303 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/9b75e8a6-8df1-4c5a-8ad4-b48543064a50 "HTTP/1.1 200 OK"
2026-03-08 19:49:49,550 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/9b75e8a6-8df1-4c5a-8ad4-b48543064a50/Sai_Prabhat_AI_Engineer.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzliNzVlOGE2LThkZjEtNGM1YS04YWQ0LWI0ODU0MzA2NGE1MC9TYWlfUHJhYmhhdF9BSV9FbmdpbmVlci5wZGYiLCJpYXQiOjE3NzI5Nzk1ODgsImV4cCI6MTc3Mjk4MzE4OH0.xesm53WRj_4VEzLgBN-CKllxG9GLX53waG0N_b9pzi8 "HTTP/1.1 200 OK"
2026-03-08 19:49:49,566 | INFO     | api_client | Downloaded Sai_Prabhat_AI_Engineer.pdf
2026-03-08 19:49:49,566 | INFO     | sync_engine | [DOWNLOAD] Sai_Prabhat_Full_Stack.pdf
2026-03-08 19:49:49,928 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/6037b3b2-ea3f-40f2-a92d-580b4476868f "HTTP/1.1 200 OK"
2026-03-08 19:49:51,399 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/6037b3b2-ea3f-40f2-a92d-580b4476868f/Sai_Prabhat_Full_Stack.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzYwMzdiM2IyLWVhM2YtNDBmMi1hOTJkLTU4MGI0NDc2ODY4Zi9TYWlfUHJhYmhhdF9GdWxsX1N0YWNrLnBkZiIsImlhdCI6MTc3Mjk3OTU5MSwiZXhwIjoxNzcyOTgzMTkxfQ.MGyS_MW-nMI5qkOVxqUbzecIE7P9apCgn4FnoWGISPc "HTTP/1.1 200 OK"
2026-03-08 19:49:51,399 | INFO     | api_client | Downloaded Sai_Prabhat_Full_Stack.pdf
2026-03-08 19:49:51,399 | INFO     | sync_engine | [UPLOAD]   SocialPost.ai\G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-08 19:49:52,122 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-08 19:49:52,122 | INFO     | api_client | Uploaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-08 19:49:52,122 | INFO     | sync_engine | [UPLOAD]   SuperLiving\Sai_Prabhat_AI_Engineer.pdf
2026-03-08 19:49:52,601 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-08 19:49:52,601 | INFO     | api_client | Uploaded Sai_Prabhat_AI_Engineer.pdf
2026-03-08 19:49:52,601 | INFO     | sync_engine | Sync cycle complete.
2026-03-08 19:49:52,823 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-08 19:49:52,823 | INFO     | file_indexer | Cloud index built – 7 file(s).
2026-03-08 19:49:52,823 | INFO     | watcher | File watcher started on F:\resume
2026-03-08 19:49:52,823 | INFO     | sync_agent | Agent is running.  Press Ctrl-C to stop.
2026-03-17 07:54:18,327 | INFO     | sync_agent | Resume sync agent starting…
2026-03-17 07:54:18,327 | INFO     | sync_agent | Waiting 30 seconds for network to stabilise…
2026-03-17 07:54:52,862 | WARNING  | sync_agent | Network not ready (attempt 1): [WinError 10061] No connection could be made because the target machine actively refused it
2026-03-17 07:55:07,343 | WARNING  | sync_agent | Network not ready (attempt 2): [WinError 10061] No connection could be made because the target machine actively refused it
2026-03-17 07:55:21,902 | WARNING  | sync_agent | Network not ready (attempt 3): [WinError 10061] No connection could be made because the target machine actively refused it
2026-03-17 07:55:36,445 | WARNING  | sync_agent | Network not ready (attempt 4): [WinError 10061] No connection could be made because the target machine actively refused it
2026-03-17 07:55:50,949 | WARNING  | sync_agent | Network not ready (attempt 5): [WinError 10061] No connection could be made because the target machine actively refused it
2026-03-17 07:56:05,431 | WARNING  | sync_agent | Network not ready (attempt 6): [WinError 10061] No connection could be made because the target machine actively refused it
2026-03-17 07:56:13,312 | INFO     | sync_agent | Resume sync agent starting…
2026-03-17 07:56:13,312 | INFO     | sync_agent | Waiting 30 seconds for network to stabilise…
2026-03-17 07:56:44,846 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-17 07:56:44,873 | INFO     | sync_agent | API is reachable (attempt 1).
2026-03-17 07:56:45,256 | INFO     | sync_agent | Fetching cloud file list…
2026-03-17 07:56:45,499 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/ "HTTP/1.1 200 OK"
2026-03-17 07:56:45,499 | INFO     | file_indexer | Cloud index built – 7 file(s).
2026-03-17 07:56:45,686 | INFO     | file_indexer | Local index built – 7 file(s).
2026-03-17 07:56:45,686 | INFO     | sync_engine | Sync started – 7 local, 7 cloud, 14 unique.
2026-03-17 07:56:45,686 | INFO     | sync_engine | [UPLOAD]   8byte\Sai_Prabhat_Full_Stack.pdf
2026-03-17 07:56:46,724 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 07:56:46,724 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-17 07:56:46,724 | INFO     | sync_engine | [UPLOAD]   BreadFinicaial\Sai_Prabhat_Full_Stack.pdf
2026-03-17 07:56:47,233 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 07:56:47,236 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-17 07:56:47,236 | INFO     | sync_engine | [UPLOAD]   Dotrr.ai\Sai_Prabhat_Full_Stack.pdf
2026-03-17 07:56:47,741 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 07:56:47,749 | INFO     | api_client | Uploaded Sai_Prabhat_Full_Stack.pdf
2026-03-17 07:56:47,750 | INFO     | sync_engine | [UPLOAD]   Figr\G_SAI_PRABHAT.pdf
2026-03-17 07:56:48,782 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 07:56:48,782 | INFO     | api_client | Uploaded G_SAI_PRABHAT.pdf
2026-03-17 07:56:48,782 | INFO     | sync_engine | [DOWNLOAD] G_SAI_PRABHAT.pdf
2026-03-17 07:56:49,486 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/6c7fb933-7494-4e4f-b264-ca779577b358 "HTTP/1.1 200 OK"
2026-03-17 07:56:51,433 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/6c7fb933-7494-4e4f-b264-ca779577b358/G_SAI_PRABHAT.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzZjN2ZiOTMzLTc0OTQtNGU0Zi1iMjY0LWNhNzc5NTc3YjM1OC9HX1NBSV9QUkFCSEFULnBkZiIsImlhdCI6MTc3MzcxNDQwOSwiZXhwIjoxNzczNzE4MDA5fQ.JOgZLqdpOW3qcxXHhA3MN8kAjRhd37lH08EEaa-GWvk "HTTP/1.1 200 OK"
2026-03-17 07:56:51,437 | INFO     | api_client | Downloaded G_SAI_PRABHAT.pdf
2026-03-17 07:56:51,437 | INFO     | sync_engine | [DOWNLOAD] G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-17 07:56:51,934 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/2b14b0fd-166c-49cd-aaf9-d3eb937c5f4a "HTTP/1.1 200 OK"
2026-03-17 07:56:53,583 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/2b14b0fd-166c-49cd-aaf9-d3eb937c5f4a/G_SAI_PRABHAT_FULL_STACK.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzJiMTRiMGZkLTE2NmMtNDljZC1hYWY5LWQzZWI5MzdjNWY0YS9HX1NBSV9QUkFCSEFUX0ZVTExfU1RBQ0sucGRmIiwiaWF0IjoxNzczNzE0NDExLCJleHAiOjE3NzM3MTgwMTF9.iFef9b-7aGrHqicjtiIugrbaXeRkoXYlq9FvzWteXis "HTTP/1.1 200 OK"
2026-03-17 07:56:53,587 | INFO     | api_client | Downloaded G_SAI_PRABHAT_FULL_STACK.pdf
2026-03-17 07:56:53,587 | INFO     | sync_engine | [DOWNLOAD] G_S_PRABHAT_Full_Stack.pdf
2026-03-17 07:56:53,988 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/e6991c0e-05d9-46fa-bf38-d5543028e8f6 "HTTP/1.1 200 OK"
2026-03-17 07:56:55,419 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/e6991c0e-05d9-46fa-bf38-d5543028e8f6/G_S_PRABHAT_Full_Stack.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzL2U2OTkxYzBlLTA1ZDktNDZmYS1iZjM4LWQ1NTQzMDI4ZThmNi9HX1NfUFJBQkhBVF9GdWxsX1N0YWNrLnBkZiIsImlhdCI6MTc3MzcxNDQxMywiZXhwIjoxNzczNzE4MDEzfQ.gDwyyf24poPSSUdgSsHfCx3G_1g-JdAV-7Wl3zR1SZQ "HTTP/1.1 200 OK"
2026-03-17 07:56:55,419 | INFO     | api_client | Downloaded G_S_PRABHAT_Full_Stack.pdf
2026-03-17 07:56:55,419 | INFO     | sync_engine | [UPLOAD]   Galaxy8e\G_S_PRABHAT_Full_Stack.pdf
2026-03-17 07:56:55,934 | INFO     | httpx | HTTP Request: POST https://resume-sync-backend.onrender.com/api/v1/resumes/upload "HTTP/1.1 201 Created"
2026-03-17 07:56:55,934 | INFO     | api_client | Uploaded G_S_PRABHAT_Full_Stack.pdf
2026-03-17 07:56:55,934 | INFO     | sync_engine | [DOWNLOAD] Resume11__Copy_ (1).pdf
2026-03-17 07:56:56,336 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/22122e4b-479a-48e4-b567-49072dbc7d64 "HTTP/1.1 200 OK"
2026-03-17 07:56:57,878 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/22122e4b-479a-48e4-b567-49072dbc7d64/Resume11__Copy_%20(1).pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzIyMTIyZTRiLTQ3OWEtNDhlNC1iNTY3LTQ5MDcyZGJjN2Q2NC9SZXN1bWUxMV9fQ29weV8gKDEpLnBkZiIsImlhdCI6MTc3MzcxNDQxNiwiZXhwIjoxNzczNzE4MDE2fQ.GPamCJSfFZcEQtAw3lfPy3jYcd9CCP-9oXUdEhh30ss "HTTP/1.1 200 OK"
2026-03-17 07:56:57,886 | INFO     | api_client | Downloaded Resume11__Copy_ (1).pdf
2026-03-17 07:56:57,886 | INFO     | sync_engine | [DOWNLOAD] Sai_Prabhat_AI_Engineer.pdf
2026-03-17 07:56:58,286 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/9b75e8a6-8df1-4c5a-8ad4-b48543064a50 "HTTP/1.1 200 OK"
2026-03-17 07:56:59,819 | INFO     | httpx | HTTP Request: GET https://gddirdgkxqbxhaxenigz.supabase.co/storage/v1/object/sign/resumes/9b75e8a6-8df1-4c5a-8ad4-b48543064a50/Sai_Prabhat_AI_Engineer.pdf?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mMDIyNjE1Yy04OWRmLTRlZTYtYmRiMi05ODI1YjA1NmViZGEiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJyZXN1bWVzLzliNzVlOGE2LThkZjEtNGM1YS04YWQ0LWI0ODU0MzA2NGE1MC9TYWlfUHJhYmhhdF9BSV9FbmdpbmVlci5wZGYiLCJpYXQiOjE3NzM3MTQ0MTgsImV4cCI6MTc3MzcxODAxOH0.CQbGsF865n5jf6cPbu8QiTm8ny1NfknOMeTXvTOJTJQ "HTTP/1.1 200 OK"
2026-03-17 07:56:59,819 | INFO     | api_client | Downloaded Sai_Prabhat_AI_Engineer.pdf
2026-03-17 07:56:59,819 | INFO     | sync_engine | [DOWNLOAD] Sai_Prabhat_Full_Stack.pdf
2026-03-17 07:57:00,236 | INFO     | httpx | HTTP Request: GET https://resume-sync-backend.onrender.com/api/v1/resumes/6037b3b2-ea3f-40f2-a92d-580b4476868f "HTTP/1.1 200 OK"
